_id,invoice_id,invoice_number,customer_id,employee_id,items[0].name,items[1].name,items[2].name,items[3].name,items[4].name,items[0].price,items[1].price,items[2].price,items[3].price,items[4].price,items[0].product_id,items[1].product_id,items[2].product_id,items[3].product_id,items[4].product_id,items[0].qty,items[1].qty,items[2].qty,items[3].qty,items[4].qty,items[0].total,items[1].total,items[2].total,items[3].total,items[4].total,discount,net,created_at
69c90a06c97dfe5144453fa2,INV2001,INV2305110495,c405,emp92,Bosch Monitor 2848,D-Link Pendrive 4047,Usha Chalk 8319,TP-Link Deodorant 1697,,31281,27612,38901,45733,,P234,P37,P324,P290,,2,5,3,1,,62562,138060,116703,45733,,8,343861.08,2025-12-15
69c90a06c97dfe5144453fa3,INV2002,INV4232106095,c363,emp37,Hitachi Battery 7628,Razer Detergent 4504,Razer Blush 2908,Usha Pan 3182,,26704,42630,8988,42205,,P442,P374,P108,P339,,2,5,1,4,,53408,213150,8988,168820,,2,419752.6,2025-11-14
69c90a06c97dfe5144453fa4,INV2003,INV7663532327,c181,emp68,Bosch Pen 3126,Kent Soap 5197,,,,36638,35507,,,,P312,P93,,,,5,4,,,,183190,142028,,,,4,297780.27999999997,2026-01-05
69c90a06c97dfe5144453fa5,INV2004,INV8671087889,c159,emp97,TP-Link Shampoo 3269,Bajaj Cleaning Brush 1546,Usha Chalk 8319,,,38443,15216,39543,,,P491,P372,P324,,,1,5,3,,,38443,76080,118629,,,4,220316.16999999998,2025-05-20
69c90a06c97dfe5144453fa6,INV2005,INV7452954441,c465,emp20,Usha Dressing Table 1211,Bajaj Sweater 233,D-Link Lipstick 7306,Eureka Forbes Sofa 8100,D-Link Shoes 4622,22386,44725,11148,695,13046,P266,P279,P104,P255,P272,1,4,3,4,1,22386,178900,33444,2780,13046,3,232763.46,2025-10-04
69c90a06c97dfe5144453fa7,INV2006,INV9798532237,c396,emp64,Razer Foundation 4206,D-Link Mixer Grinder 119,Usha Cap 9636,,,18696,36543,44233,,,P106,P18,P81,,,2,2,3,,,37392,73086,132699,,,1,232614.6,2025-02-13
69c90a06c97dfe5144453fa8,INV2007,INV3238220662,c97,emp11,Prestige Blender 5530,Corsair Grill 8476,Samsung QLED 4K Gen 2,,,16887,29444,42758,,,P7,P350,P205,,,5,5,2,,,84435,147220,85516,,,7,307179.63,2025-01-19
69c90a06c97dfe5144453fa9,INV2008,INV8930880313,c218,emp46,Hitachi Scanner 3578,Black & Decker Mattress 8527,Eureka Forbes Blanket 3331,Sharp Cooker 1656,,11988,2879,8216,25027,,P14,P257,P459,P341,,3,5,3,2,,35964,14395,24648,50054,,2,118490.74,2025-02-14
69c90a06c97dfe5144453faa,INV2009,INV2776354345,c69,emp40,Philips Cleaning Brush 2872,Prestige Shovel 3301,,,,34142,48983,,,,P172,P184,,,,4,4,,,,136568,195932,,,,1,307444.07999999996,2025-08-28
69c90a06c97dfe5144453fab,INV2010,INV7340082028,c183,emp99,D-Link Sprayer 2085,Hitachi Sharpener 987,Eureka Forbes Shampoo 5931,,,21457,37489,12781,,,P386,P315,P91,,,2,4,2,,,42914,149956,25562,,,1,204892.47999999998,2025-06-22
69c90a06c97dfe5144453fac,INV2011,INV5700068522,c405,emp49,Panasonic Charger 8522,Usha Razor 4068,Razer CCTV Camera 2842,,,19879,19870,30052,,,P39,P99,P50,,,2,3,2,,,39758,59610,60104,,,5,147906.44,2025-01-03
69c90a06c97dfe5144453fad,INV2012,INV1412723246,c123,emp73,Prestige Bookshelf 7678,Bajaj Engine Oil 5668,Philips Cupboard 2554,Bosch Toolkit 4558,Corsair Oven 9755,48092,15215,36703,20005,10916,P264,P161,P65,P364,P216,4,4,3,4,5,192368,60860,110109,80020,54580,7,471127.88,2025-11-11
69c90a06c97dfe5144453fae,INV2013,INV3411857674,c314,emp11,Philips Detergent 395,Sharp Room Freshener 7963,,,,1759,21059,,,,P174,P377,,,,5,4,,,,8795,84236,,,,3,89800.31999999999,2025-04-06
69c90a06c97dfe5144453faf,INV2014,INV7141584946,c3,emp44,TP-Link Sandals 5870,Prestige Pillow 1015,,,,26374,9036,,,,P473,P258,,,,2,5,,,,52748,45180,,,,1,93483.4,2025-07-18
69c90a06c97dfe5144453fb0,INV2015,INV8551369640,c387,emp8,Black & Decker Coolant 5675,Black & Decker Shirt 7450,Redmi 10 Prime Gen 10,Xiaomi Lotion 3198,Eureka Forbes Coffee Maker 6409,44302,27298,9987,38397,30572,P363,P476,P401,P296,P347,1,5,3,2,1,44302,136490,29961,76794,30572,7,297403.49,2025-11-06
69c90a06c97dfe5144453fb1,INV2016,INV2437981635,c196,emp52,Stanley Ceiling Light 3926,Sharp Bed 3929,,,,43490,30736,,,,P246,P56,,,,3,4,,,,130470,122944,,,,1,230531.47999999998,2025-02-14
69c90a06c97dfe5144453fb2,INV2017,INV7582687631,c204,emp25,Havells Clock 7567,Philips Stapler 4584,Bajaj Highlighter 7032,,,32450,16659,626,,,P70,P319,P317,,,2,1,2,,,64900,16659,1252,,,10,78188.04,2025-09-07
69c90a06c97dfe5144453fb3,INV2018,INV6545704163,c121,emp97,Samsung 253L Double Door Gen 7,TP-Link Study Table 4614,D-Link File Folder 5418,Stanley Ladder 4557,,16850,10632,46630,38082,,P403,P463,P318,P187,,1,4,5,2,,16850,42528,233150,76164,,4,361203.66,2026-02-27
69c90a06c97dfe5144453fb4,INV2019,INV1720784736,c286,emp41,Kent Doormat 7366,TP-Link Sharpener 5805,Sharp Room Freshener 7963,Black & Decker Mouse 7631,,48304,29314,11819,30352,,P269,P115,P377,P433,,4,2,2,3,,193216,58628,23638,91056,,3,355712.7,2025-07-11
69c90a06c97dfe5144453fb5,INV2020,INV1485741206,c488,emp18,Usha Makeup Kit 2399,Prestige Eraser 8786,Black & Decker Notebook 8109,Bosch Cream 2424,Xiaomi Curtains 9647,3473,3691,5761,10670,34002,P303,P114,P111,P495,P54,3,4,5,4,5,10419,14764,28805,42680,170010,9,253774.81,2025-07-17
69c90a06c97dfe5144453fb6,INV2021,INV7212173448,c44,emp24,Razer Dressing Table 4838,Kent Jeans 9433,,,,19335,24917,,,,P466,P277,,,,5,3,,,,96675,74751,,,,10,164479.16999999998,2025-12-20
69c90a06c97dfe5144453fb7,INV2022,INV2032446754,c150,emp4,Philips Whiteboard 1513,Eureka Forbes Soundbar 702,,,,6339,12881,,,,P322,P229,,,,1,5,,,,6339,64405,,,,8,63669.6,2025-08-09
69c90a06c97dfe5144453fb8,INV2023,INV4195719344,c281,emp64,Black & Decker Soundbar 7487,Usha Emergency Light 9314,,,,31384,34381,,,,P429,P49,,,,2,2,,,,62768,68762,,,,9,125641.12,2025-05-07
69c90a06c97dfe5144453fb9,INV2024,INV8482496118,c362,emp70,Black & Decker Mouse 7631,TP-Link Chimney 5098,TP-Link Curtains 2625,Havells Hammer 4304,,7776,14479,26754,41978,,P433,P344,P454,P389,,5,5,3,2,,38880,72395,80262,83956,,2,260481.44,2025-05-23
69c90a06c97dfe5144453fba,INV2025,INV5285243604,c485,emp59,D-Link Sprayer 2085,Hitachi Slippers 9690,,,,41534,47952,,,,P386,P274,,,,1,3,,,,41534,143856,,,,7,174489.4,2025-03-20
69c90a06c97dfe5144453fbb,INV2026,INV6411195144,c425,emp58,Eureka Forbes Speaker 6084,Havells Pen 2561,Hitachi Diary 3176,,,8345,35494,36098,,,P428,P112,P128,,,5,2,3,,,41725,70988,108294,,,3,207702.39,2026-02-25
69c90a06c97dfe5144453fbc,INV2027,INV9918182865,c93,emp92,Kent Shorts 8690,Bajaj Mop 9302,Brother DCP-L2520D,Sharp Cap 6666,,42626,37308,7441,30205,,P80,P173,P13,P481,,1,4,3,4,,42626,149232,22323,120820,,8,318789.3,2025-08-21
69c90a06c97dfe5144453fbd,INV2028,INV1715941517,c51,emp13,Black & Decker Plate 7914,Hitachi Ice Maker 6319,Prestige Shirt 3745,Prestige T-Shirt 6849,,28956,613,43763,29483,,P134,P349,P76,P275,,2,2,3,4,,57912,1226,131289,117932,,8,287301.80000000005,2025-07-13
69c90a06c97dfe5144453fbe,INV2029,INV7335403476,c141,emp100,D-Link Mixer Grinder 119,Xiaomi Helmet 9222,,,,49956,15508,,,,P18,P354,,,,5,1,,,,249780,15508,,,,3,247338.16,2025-01-15
69c90a06c97dfe5144453fbf,INV2030,INV9103456379,c288,emp77,Havells Tube Light 7338,Havells Door Lock 170,,,,35499,14723,,,,P445,P451,,,,5,5,,,,177495,73615,,,,8,240632.09999999998,2025-11-07
69c90a06c97dfe5144453fc0,INV2031,INV9692700508,c42,emp76,Prestige Eraser 8786,D-Link Engine Oil 4145,,,,19091,10658,,,,P114,P361,,,,3,1,,,,57273,10658,,,,9,63069.25,2025-02-05
69c90a06c97dfe5144453fc1,INV2032,INV4446991373,c292,emp85,Eureka Forbes Towel 8633,Black & Decker Nail Polish 5597,Kent Shorts 8690,Razer Lunch Box 5422,,44686,35472,38799,41572,,P110,P305,P80,P132,,1,4,4,2,,44686,141888,155196,83144,,5,394411.32,2025-11-12
69c90a06c97dfe5144453fc2,INV2033,INV4049772994,c204,emp18,Hitachi Ceiling Light 8960,Sharp Scooter 4697,Prestige Blush 4132,Eureka Forbes Dishwasher 9107,,47154,39570,5496,40688,,P46,P352,P308,P225,,3,1,4,5,,141462,39570,21984,203440,,3,380462.80000000005,2025-06-13
69c90a06c97dfe5144453fc3,INV2034,INV7421773653,c185,emp18,Panasonic Bed 2816,Stanley Sandals 7987,Bajaj Mug 4351,Bajaj Highlighter 7032,,11011,961,10814,22694,,P256,P273,P170,P317,,5,5,3,1,,55055,4805,32442,22694,,6,108775.2,2025-04-08
69c90a06c97dfe5144453fc4,INV2035,INV2240288839,c248,emp22,D-Link Tyre 363,Black & Decker Seat Cover 538,Philips Keyboard 1353,,,44613,17327,48707,,,P355,P359,P232,,,5,5,5,,,223065,86635,243535,,,6,514303.85000000003,2025-09-20
69c90a06c97dfe5144453fc5,INV2036,INV4676443023,c207,emp45,Usha Monitor 5734,Razer Jeans 4493,,,,27551,32038,,,,P34,P477,,,,4,4,,,,110204,128152,,,,7,229180.72,2025-03-28
69c90a06c97dfe5144453fc6,INV2037,INV7182468774,c297,emp37,Hitachi Coffee Maker 7982,Bajaj SSD 1336,Sharp Room Freshener 7963,Xiaomi Emergency Light 7507,,33086,12520,151,48268,,P147,P36,P377,P249,,1,4,3,2,,33086,50080,453,96536,,6,168251.16999999998,2025-07-13
69c90a06c97dfe5144453fc7,INV2038,INV7005587393,c314,emp53,Eureka Forbes Chair 7754,Kent Room Freshener 6823,TP-Link Fork 8308,,,38684,27540,848,,,P462,P177,P337,,,4,2,2,,,154736,55080,1696,,,4,202656.64,2025-02-20
69c90a06c97dfe5144453fc8,INV2039,INV7536678316,c130,emp64,Black & Decker Monitor 7566,Hitachi Mattress 9919,,,,26711,29353,,,,P434,P457,,,,5,5,,,,133555,146765,,,,2,270574.85,2025-12-04
69c90a06c97dfe5144453fc9,INV2040,INV3814738277,c393,emp13,Philips Doormat 5512,Razer Detergent 4504,Eureka Forbes Tea Maker 8780,Usha Lotion 5337,,32452,43806,21791,34663,,P469,P374,P348,P96,,3,5,1,3,,97356,219030,21791,103989,,3,407060.29,2025-04-05
69c90a06c97dfe5144453fca,INV2041,INV7333314828,c7,emp29,TP-Link Power Bank 6265,Usha Scanner 4089,,,,8934,31422,,,,P438,P214,,,,4,2,,,,35736,62844,,,,2,95708.88,2025-07-21
69c90a06c97dfe5144453fcb,INV2042,INV9152036820,c353,emp91,Panasonic Pillow 2517,Xiaomi Wallet 1899,Kent Blender 9202,Samsung 253L Double Door,,28612,37287,29081,28518,,P58,P286,P407,P3,,1,3,1,5,,28612,111861,29081,142590,,8,292205.07999999996,2025-08-03
69c90a06c97dfe5144453fcc,INV2043,INV8644640431,c328,emp65,Bosch Monitor 2848,Xiaomi Dishwasher 7724,,,,16832,21258,,,,P234,P425,,,,4,3,,,,67328,63774,,,,2,123731.45999999999,2025-05-02
69c90a06c97dfe5144453fcd,INV2044,INV6331877393,c200,emp22,Philips Microwave 4576,Bajaj Sweater 233,Havells Comb 7683,,,10497,15357,44477,,,P215,P279,P309,,,3,2,3,,,31491,30714,133431,,,3,178245.69,2025-10-02
69c90a06c97dfe5144453fce,INV2045,INV4895066953,c488,emp32,Black & Decker Helmet Gear 5966,Prestige Power Bank 4195,Razer Mirror 3969,,,732,33929,1622,,,P199,P38,P67,,,3,3,2,,,2196,101787,3244,,,10,97707.33,2026-01-20
69c90a06c97dfe5144453fcf,INV2046,INV3093407293,c388,emp9,Bajaj Seeds 9942,D-Link Mouse 7367,Prestige Bookshelf 7678,,,1773,19974,34994,,,P382,P33,P264,,,3,4,2,,,5319,79896,69988,,,2,142292.34,2025-01-12
69c90a06c97dfe5144453fd0,INV2047,INV7409052023,c411,emp57,TP-Link Chimney 5098,Kent Toaster 6619,Logitech Watch 1637,Black & Decker Solar Panel 9210,Hitachi Smart Lock 2722,45870,45105,11132,13718,27386,P344,P417,P271,P243,P252,5,3,4,4,3,229350,135315,44528,54872,82158,6,517267.73000000004,2025-10-13
69c90a06c97dfe5144453fd1,INV2048,INV7053965577,c121,emp31,Stanley Study Table 6573,Kent Shorts 8690,Whirlpool WhiteMagic Gen 3,Bosch Chalk 5101,,24604,46990,9886,38629,,P63,P80,P402,P124,,4,3,5,1,,98416,140970,49430,38629,,8,322517.38,2025-02-12
69c90a06c97dfe5144453fd2,INV2049,INV7163989087,c304,emp23,Corsair Bowl 8328,Black & Decker Notebook 8109,,,,338,3004,,,,P135,P111,,,,5,3,,,,1690,9012,,,,5,10217.6,2026-02-02
69c90a06c97dfe5144453fd3,INV2050,INV4569357185,c448,emp22,Samsung 253L Double Door Gen 7,Usha Seat Cover 5299,,,,7612,14477,,,,P403,P159,,,,2,5,,,,15224,72385,,,,4,81171.89,2025-03-08
69c90a06c97dfe5144453fd4,INV2051,INV8651351828,c438,emp26,TP-Link Charger 9017,Whirlpool WhiteMagic Gen 3,,,,29302,39322,,,,P439,P402,,,,5,1,,,,146510,39322,,,,8,172145.1,2025-12-28
69c90a06c97dfe5144453fd5,INV2052,INV1940414451,c295,emp82,Xiaomi Router 9614,Stanley Bottle 8310,Prestige Tube Light 7660,,,24798,24006,2361,,,P26,P131,P45,,,4,1,3,,,99192,24006,7083,,,9,123357.66,2025-05-06
69c90a06c97dfe5144453fd6,INV2053,INV7868048775,c492,emp42,Corsair Inverter 8223,Sharp Scooter 4697,Hitachi Printer Paper 8383,Bosch Torch 401,Razer CCTV Camera 2842,25070,36484,18241,4974,28249,P441,P352,P326,P367,P50,5,2,4,2,2,125350,72968,72964,9948,56498,3,315453.66000000003,2025-06-10
69c90a06c97dfe5144453fd7,INV2054,INV1647247634,c133,emp10,Logitech Modem 5219,Kent Printer Paper 6477,Corsair Brake Oil 7332,Black & Decker Cooker 3876,,38952,33906,15527,9817,,P27,P126,P162,P141,,5,4,2,2,,194760,135624,31054,19634,,5,356986.11999999994,2025-04-08
69c90a06c97dfe5144453fd8,INV2055,INV1504265249,c126,emp75,Sharp Projector 1213,Bajaj LED Bulb 5384,,,,225,37220,,,,P430,P44,,,,3,2,,,,675,74440,,,,8,67664.25,2025-06-22
69c90a06c97dfe5144453fd9,INV2056,INV9057362935,c138,emp89,Philips Sweater 3105,TP-Link Study Table 4614,Kent Face Wash 5797,,,33854,28678,40627,,,P79,P463,P94,,,4,2,2,,,135416,57356,81254,,,2,263399.32,2025-05-21
69c90a06c97dfe5144453fda,INV2057,INV8661811861,c284,emp55,Sharp Scooter 4697,Stanley Floor Cleaner 5764,,,,40039,10490,,,,P352,P175,,,,1,3,,,,40039,31470,,,,8,66188.67,2025-04-09
69c90a06c97dfe5144453fdb,INV2058,INV8431268895,c471,emp9,Usha Chalk 8319,Bosch Dining Table 9267,,,,27618,43880,,,,P324,P461,,,,3,5,,,,82854,219400,,,,6,281924.76,2026-01-30
69c90a06c97dfe5144453fdc,INV2059,INV3858948241,c215,emp41,D-Link Envelope 2304,Stanley Level Tool 5690,Xiaomi Lotion 3198,TP-Link Jacket 7104,,32357,5659,26584,2206,,P127,P197,P296,P78,,1,3,5,2,,32357,16977,132920,4412,,7,180182.31,2025-03-31
69c90a06c97dfe5144453fdd,INV2060,INV3758665267,c129,emp42,Hitachi Rake 6198,Philips Cleaning Brush 2872,Philips Coolant 1548,Corsair Geyser 3863,,36230,18669,37242,20146,,P185,P172,P163,P20,,1,2,3,5,,36230,37338,111726,100730,,6,268415.34,2025-06-08
69c90a06c97dfe5144453fde,INV2061,INV1203281933,c168,emp31,Hitachi Cream 9645,Hitachi Sunglasses 505,,,,36405,28222,,,,P95,P488,,,,5,3,,,,182025,84666,,,,10,249715.95,2026-01-04
69c90a06c97dfe5144453fdf,INV2062,INV1515522389,c453,emp37,Razer Saw 3643,Panasonic Cupboard 5834,Usha Cap 9636,,,25837,31313,18484,,,P192,P465,P81,,,1,2,5,,,25837,62626,92420,,,10,167078.19,2025-06-18
69c90a06c97dfe5144453fe0,INV2063,INV8824026332,c14,emp76,Black & Decker Mouse 7631,Bajaj Calculator 6217,,,,7599,13682,,,,P433,P321,,,,1,3,,,,7599,41046,,,,3,46106.25,2025-03-21
69c90a06c97dfe5144453fe1,INV2064,INV9626620157,c291,emp67,Bajaj Engine Oil 5668,Sharp Mask 9582,,,,437,6165,,,,P161,P200,,,,2,3,,,,874,18495,,,,1,18981.62,2025-06-12
69c90a06c97dfe5144453fe2,INV2065,INV6329668274,c165,emp70,Redmi 10 Prime Gen 10,Philips Hard Drive 2240,Panasonic Pliers 6678,,,27217,46399,32319,,,P401,P35,P194,,,3,3,2,,,81651,139197,64638,,,6,270352.56,2025-10-13
69c90a06c97dfe5144453fe3,INV2066,INV7558923291,c109,emp81,Sharp Soundbar 162,Whirlpool WhiteMagic Gen 3,Black & Decker Cooker 3876,Stanley Ceiling Light 3926,,19164,37713,46996,14824,,P29,P402,P141,P246,,3,2,5,3,,57492,75426,234980,44472,,8,387633.76,2025-08-08
69c90a06c97dfe5144453fe4,INV2067,INV2598948692,c367,emp22,D-Link Envelope 2304,Panasonic Thermos 6146,Hitachi Battery 7628,,,45872,28613,22967,,,P127,P333,P442,,,2,4,3,,,91744,114452,68901,,,6,262942.18,2025-09-27
69c90a06c97dfe5144453fe5,INV2068,INV9711430398,c345,emp95,Prestige Towel 4339,Brother DCP-L2520D,Havells Comb 7683,Corsair Inverter 4020,,26330,47595,22836,13902,,P310,P13,P309,P241,,3,3,1,1,,78990,142785,22836,13902,,4,243301.53,2025-03-16
69c90a06c97dfe5144453fe6,INV2069,INV9269960592,c84,emp15,Bajaj Seeds 9942,Usha Air Cooler 5555,Fujifilm X-T5 Gen 7,Bosch Plant Pot 4462,Panasonic Shoes 1537,305,49181,45925,10097,32214,P382,P206,P412,P181,P72,2,5,3,3,4,610,245905,137775,30291,128856,3,527466.8300000001,2025-06-11
69c90a06c97dfe5144453fe7,INV2070,INV5033284891,c149,emp60,Usha Water Bottle 6176,Bosch Pencil 7605,Bosch Series 6 Gen 2,Xiaomi Notebook 7768,,11025,12804,20318,25833,,P145,P113,P202,P311,,3,5,1,3,,33075,64020,20318,77499,,3,190217.62,2025-04-23
69c90a06c97dfe5144453fe8,INV2071,INV9633544730,c462,emp85,Bosch Safety Gloves 5705,Prestige Shirt 3745,Bosch Helmet 3842,,,32569,24203,36428,,,P398,P76,P154,,,3,3,3,,,97707,72609,109284,,,8,266102.52,2025-10-04
69c90a06c97dfe5144453fe9,INV2072,INV6107558216,c252,emp85,Bosch Blanket 4906,Philips Ice Maker 980,Xiaomi Water Bottle 5006,,,4693,34423,19100,,,P259,P149,P345,,,1,5,4,,,4693,172115,76400,,,10,230990.13,2025-07-29
69c90a06c97dfe5144453fea,INV2073,INV6043576522,c69,emp98,Philips Hard Drive 2240,Kent Printer Paper 6477,Lenovo IdeaPad 3 Gen 7,Bosch T-Shirt 7139,Bajaj Tea Maker 3107,22731,28351,2210,48863,29575,P35,P126,P408,P475,P148,2,4,4,5,1,45462,113404,8840,244315,29575,4,422726.20999999996,2025-10-12
69c90a06c97dfe5144453feb,INV2074,INV1214474978,c281,emp24,Sharp Doormat 4794,Xiaomi Eyeliner 9519,Xiaomi Glue 1797,Bajaj Sofa 7081,Corsair Grill 8476,16692,35216,7496,39157,5550,P69,P307,P320,P455,P350,2,4,2,1,2,33384,140864,14992,39157,11100,4,220620.31,2025-03-03
69c90a06c97dfe5144453fec,INV2075,INV1235933967,c25,emp83,Xiaomi LED Bulb 5899,Eureka Forbes Soundbar 702,Prestige Diary 3898,Razer Mirror 6947,Xiaomi Router 9614,15980,28442,12771,4573,33034,P244,P229,P328,P467,P26,2,3,3,1,4,31960,85326,38313,4573,132136,8,274165.83999999997,2026-01-09
69c90a06c97dfe5144453fed,INV2076,INV1414818478,c129,emp30,Philips Cupboard 3418,Havells Highlighter 710,,,,41720,43445,,,,P265,P117,,,,3,4,,,,125160,173780,,,,2,280310.4,2025-11-23
69c90a06c97dfe5144453fee,INV2077,INV2821871714,c244,emp44,Prestige Blush 4132,Black & Decker Curtains 8404,Panasonic Charger 8522,,,38686,22492,19060,,,P308,P254,P39,,,3,5,2,,,116058,112460,38120,,,4,251347.14,2025-03-07
69c90a06c97dfe5144453fef,INV2078,INV5621078085,c236,emp28,Razer CCTV Camera 2842,Boat Wave Sigma,,,,3452,30271,,,,P50,P11,,,,3,4,,,,10356,121084,,,,3,119713.96,2026-02-24
69c90a06c97dfe5144453ff0,INV2079,INV7733677957,c10,emp23,Usha Whiteboard 2264,Kent Geyser 1222,Black & Decker Lunch Box 8944,Sharp Air Cooler 2178,Bosch Car Battery 8704,25892,22658,47507,40126,11550,P122,P420,P332,P406,P356,4,1,1,4,2,103568,22658,47507,160504,23100,5,330790.65,2025-03-29
69c90a06c97dfe5144453ff1,INV2080,INV8605500308,c466,emp67,TP-Link Level Tool 8540,Havells Tube Light 7338,Kent Perfume 2338,Bosch Projector 1079,,45593,38894,42898,33384,,P397,P445,P89,P30,,4,2,1,3,,182372,77788,42898,100152,,5,372918.77999999997,2025-11-18
69c90a06c97dfe5144453ff2,INV2081,INV8864967661,c326,emp37,Usha Makeup Kit 2399,Kent Printer Paper 6477,Kent Glass Cleaner 7900,Panasonic Backpack 4440,Eureka Forbes Router 758,32293,16310,22433,14509,18538,P303,P126,P376,P484,P226,2,3,1,3,4,64586,48930,22433,43527,74152,9,244177.88,2026-02-08
69c90a06c97dfe5144453ff3,INV2082,INV2353620728,c183,emp1,TP-Link Power Bank 6265,Prestige Mask 6910,Philips Eraser 9993,Bajaj Vacuum Cleaner 4576,,4015,42668,13439,39390,,P438,P400,P314,P24,,2,1,2,2,,8030,42668,26878,78780,,7,152177.24,2025-03-10
69c90a06c97dfe5144453ff4,INV2083,INV6211469220,c238,emp87,Usha Juicer 614,Sharp Pillow 7149,,,,44826,17656,,,,P146,P458,,,,1,1,,,,44826,17656,,,,5,58991.06,2025-11-21
69c90a06c97dfe5144453ff5,INV2084,INV9431220312,c210,emp4,Xiaomi Lotion 3276,Sharp Scanner 177,D-Link Bowl 8942,Bajaj Wall Light 5619,,28518,2457,3499,5043,,P496,P414,P335,P47,,4,5,1,5,,114072,12285,3499,25215,,9,149653.15,2026-01-02
69c90a06c97dfe5144453ff6,INV2085,INV2248858136,c11,emp37,Hitachi Study Table 7167,Stanley Study Table 6573,Havells Suitcase 3354,Hitachi Mattress 9919,,32024,34802,1055,7970,,P263,P63,P85,P457,,2,1,4,4,,64048,34802,4220,31880,,7,128176.54000000001,2025-12-30
69c90a06c97dfe5144453ff7,INV2086,INV6034848576,c131,emp94,Hitachi Diary 3176,Black & Decker Jacket 541,Sharp Wiper 2877,,,33850,22121,26202,,,P128,P278,P160,,,3,1,2,,,101550,22121,52404,,,4,165044.43,2025-02-09
69c90a06c97dfe5144453ff8,INV2087,INV6819102147,c26,emp16,Usha Seat Cover 5299,Prestige Power Bank 4195,Razer Sweater 8123,,,16783,41265,25527,,,P159,P38,P479,,,4,4,2,,,67132,165060,51054,,,3,271629.98,2025-08-19
69c90a06c97dfe5144453ff9,INV2088,INV2666716475,c432,emp82,Logitech Backpack 8938,Eureka Forbes Sofa 8100,Prestige Duster 9712,Stanley Ladder 4557,,46520,16306,35892,26436,,P84,P255,P125,P187,,3,2,4,3,,139560,32612,143568,79308,,2,369779.76,2025-02-13
69c90a06c97dfe5144453ffa,INV2089,INV8839994973,c262,emp56,Philips Sweater 3105,Nikon Z6 II,Black & Decker Hair Dryer 2675,Logitech Trimmer 409,TP-Link Iron 8626,29323,49493,48673,25484,41719,P79,P12,P301,P100,P423,4,3,5,1,5,117292,148479,243365,25484,208595,6,722623.51,2025-10-22
69c90a06c97dfe5144453ffb,INV2090,INV8071049022,c79,emp72,Black & Decker Monitor 7566,Logitech Toothpaste 7967,Bajaj Mug 4351,D-Link Ladder 2088,,40826,19037,22804,37854,,P434,P497,P170,P387,,2,3,3,2,,81652,57111,68412,75708,,9,272909.39,2025-01-11
69c90a06c97dfe5144453ffc,INV2091,INV5694463509,c188,emp28,Black & Decker Toolkit 7183,Bosch Cream 2424,,,,43109,35938,,,,P164,P495,,,,3,4,,,,129327,143752,,,,6,261723.08999999997,2025-04-24
69c90a06c97dfe5144453ffd,INV2092,INV6996271512,c64,emp12,Havells Suitcase 3354,Eureka Forbes Shampoo 9956,Xiaomi Notebook 7768,,,33594,18277,35936,,,P85,P291,P311,,,1,5,3,,,33594,91385,107808,,,10,218155.38,2025-04-07
69c90a06c97dfe5144453ffe,INV2093,INV6961080795,c411,emp56,Razer Saw 3643,Samsung S24 Ultra,Philips Shirt 6467,Prestige Suitcase 2672,,33974,10505,13924,36617,,P192,P1,P276,P485,,1,2,3,4,,33974,21010,41772,146468,,5,233313.04,2025-06-15
69c90a06c97dfe5144453fff,INV2094,INV9778580758,c182,emp88,Logitech Toaster 1572,Hitachi Bucket 3775,Havells Saw 465,Usha Water Bottle 6176,Philips Cupboard 3418,42756,14170,8987,46996,7294,P217,P369,P392,P145,P265,3,2,4,5,5,128268,28340,35948,234980,36470,9,446598.4,2026-02-23
69c90a06c97dfe5144454000,INV2095,INV5520454134,c359,emp33,Usha Razor 4068,Bosch Monitor 2848,Black & Decker Door Lock 3931,Black & Decker Mattress 8527,Hitachi Diary 3176,26580,8159,11487,22475,18296,P99,P234,P251,P257,P128,1,5,4,5,2,26580,40795,45948,112375,36592,5,239695.55,2025-10-02
69c90a06c97dfe5144454001,INV2096,INV6514332478,c399,emp93,Havells Blackboard 5501,Bosch Toolkit 4558,Hitachi Sunglasses 505,,,34994,16315,43114,,,P323,P364,P488,,,5,5,5,,,174970,81575,215570,,,9,435740.9,2025-12-10
69c90a06c97dfe5144454002,INV2097,INV3846673835,c358,emp10,Logitech Scooter 9995,Prestige Suitcase 2672,,,,42332,49588,,,,P152,P485,,,,5,4,,,,211660,198352,,,,2,375094.44,2025-01-20
69c90a06c97dfe5144454003,INV2098,INV3760358301,c2,emp32,Hitachi Sunglasses 505,Bosch Deodorant 3292,Havells Highlighter 710,Eureka Forbes Blanket 3331,Usha Seat Cover 5299,48217,27573,2344,36821,4232,P488,P90,P117,P459,P159,1,4,3,5,4,48217,110292,7032,184105,16928,1,348368.43,2025-02-09
69c90a06c97dfe5144454004,INV2099,INV5407886740,c281,emp14,Black & Decker Slippers 9864,Usha Seeds 5843,Hitachi Printer Paper 8383,,,32771,30632,1159,,,P74,P182,P326,,,5,5,4,,,163855,153160,4636,,,6,307160.64,2025-07-25
