_id,sale_id,invoice_id,invoice_number,product_id,customer_id,employee_id,qty,total,date
69c90a06c97dfe5144454530,s4498,INV2270,INV1146432744,P480,c352,emp45,4,188760,2025-11-20
69c90a06c97dfe5144454531,s4499,INV2270,INV1146432744,P383,c352,emp45,4,79644,2025-11-20
69c90a06c97dfe5144454532,s4500,INV2271,INV4809094134,P412,c342,emp7,4,53388,2025-06-06
69c90a06c97dfe5144454533,s4501,INV2271,INV4809094134,P276,c342,emp7,3,43437,2025-06-06
69c90a06c97dfe5144454534,s4502,INV2272,INV9395438721,P341,c486,emp47,2,84886,2025-02-19
69c90a06c97dfe5144454535,s4503,INV2272,INV9395438721,P277,c486,emp47,1,13151,2025-02-19
69c90a06c97dfe5144454536,s4504,INV2272,INV9395438721,P485,c486,emp47,2,40300,2025-02-19
69c90a06c97dfe5144454537,s4505,INV2272,INV9395438721,P456,c486,emp47,4,27012,2025-02-19
69c90a06c97dfe5144454538,s4506,INV2273,INV7647864332,P138,c320,emp96,4,177952,2025-12-28
69c90a06c97dfe5144454539,s4507,INV2273,INV7647864332,P386,c320,emp96,1,15401,2025-12-28
69c90a06c97dfe514445453a,s4508,INV2274,INV5441434559,P455,c302,emp93,3,130488,2025-07-06
69c90a06c97dfe514445453b,s4509,INV2274,INV5441434559,P44,c302,emp93,5,172320,2025-07-06
69c90a06c97dfe514445453c,s4510,INV2274,INV5441434559,P451,c302,emp93,5,244995,2025-07-06
69c90a06c97dfe514445453d,s4511,INV2275,INV9160321916,P382,c424,emp33,2,48944,2026-02-22
69c90a06c97dfe514445453e,s4512,INV2275,INV9160321916,P212,c424,emp33,2,15766,2026-02-22
69c90a06c97dfe514445453f,s4513,INV2276,INV2058547997,P413,c336,emp81,4,111288,2025-12-17
69c90a06c97dfe5144454540,s4514,INV2276,INV2058547997,P449,c336,emp81,4,85960,2025-12-17
69c90a06c97dfe5144454541,s4515,INV2276,INV2058547997,P226,c336,emp81,2,47492,2025-12-17
69c90a06c97dfe5144454542,s4516,INV2276,INV2058547997,P270,c336,emp81,3,7080,2025-12-17
69c90a06c97dfe5144454543,s4517,INV2276,INV2058547997,P448,c336,emp81,3,80391,2025-12-17
69c90a06c97dfe5144454544,s4518,INV2277,INV1718221607,P255,c98,emp70,3,140676,2025-02-10
69c90a06c97dfe5144454545,s4519,INV2277,INV1718221607,P35,c98,emp70,3,133896,2025-02-10
69c90a06c97dfe5144454546,s4520,INV2277,INV1718221607,P464,c98,emp70,3,46491,2025-02-10
69c90a06c97dfe5144454547,s4521,INV2278,INV4584746998,P170,c133,emp20,4,93812,2026-01-06
69c90a06c97dfe5144454548,s4522,INV2278,INV4584746998,P19,c133,emp20,5,113385,2026-01-06
69c90a06c97dfe5144454549,s4523,INV2278,INV4584746998,P389,c133,emp20,1,822,2026-01-06
69c90a06c97dfe514445454a,s4524,INV2278,INV4584746998,P41,c133,emp20,4,65328,2026-01-06
69c90a06c97dfe514445454b,s4525,INV2278,INV4584746998,P172,c133,emp20,2,3054,2026-01-06
69c90a06c97dfe514445454c,s4526,INV2279,INV9036447300,P357,c142,emp31,4,128352,2025-07-06
69c90a06c97dfe514445454d,s4527,INV2279,INV9036447300,P366,c142,emp31,5,216745,2025-07-06
69c90a06c97dfe514445454e,s4528,INV2279,INV9036447300,P266,c142,emp31,3,79602,2025-07-06
69c90a06c97dfe514445454f,s4529,INV2280,INV9918385654,P418,c365,emp83,1,22380,2025-10-25
69c90a06c97dfe5144454550,s4530,INV2280,INV9918385654,P427,c365,emp83,1,21797,2025-10-25
69c90a06c97dfe5144454551,s4531,INV2280,INV9918385654,P102,c365,emp83,2,13234,2025-10-25
69c90a06c97dfe5144454552,s4532,INV2280,INV9918385654,P262,c365,emp83,3,98070,2025-10-25
69c90a06c97dfe5144454553,s4533,INV2280,INV9918385654,P5,c365,emp83,3,57081,2025-10-25
69c90a06c97dfe5144454554,s4534,INV2281,INV8649770502,P420,c392,emp97,1,35625,2025-12-04
69c90a06c97dfe5144454555,s4535,INV2281,INV8649770502,P73,c392,emp97,3,33387,2025-12-04
69c90a06c97dfe5144454556,s4536,INV2281,INV8649770502,P478,c392,emp97,3,37251,2025-12-04
69c90a06c97dfe5144454557,s4537,INV2282,INV6523018348,P83,c84,emp25,2,12542,2025-12-21
69c90a06c97dfe5144454558,s4538,INV2282,INV6523018348,P273,c84,emp25,5,3130,2025-12-21
69c90a06c97dfe5144454559,s4539,INV2282,INV6523018348,P446,c84,emp25,5,66630,2025-12-21
69c90a06c97dfe514445455a,s4540,INV2282,INV6523018348,P106,c84,emp25,2,89404,2025-12-21
69c90a06c97dfe514445455b,s4541,INV2283,INV8488137152,P296,c460,emp9,1,5618,2025-05-22
69c90a06c97dfe514445455c,s4542,INV2283,INV8488137152,P136,c460,emp9,4,177408,2025-05-22
69c90a06c97dfe514445455d,s4543,INV2283,INV8488137152,P222,c460,emp9,5,82695,2025-05-22
69c90a06c97dfe514445455e,s4544,INV2284,INV9413718107,P93,c113,emp85,1,22394,2025-10-05
69c90a06c97dfe514445455f,s4545,INV2284,INV9413718107,P335,c113,emp85,5,116735,2025-10-05
69c90a06c97dfe5144454560,s4546,INV2284,INV9413718107,P453,c113,emp85,5,40570,2025-10-05
69c90a06c97dfe5144454561,s4547,INV2285,INV7124669440,P180,c204,emp87,5,43795,2025-07-24
69c90a06c97dfe5144454562,s4548,INV2285,INV7124669440,P134,c204,emp87,5,149760,2025-07-24
69c90a06c97dfe5144454563,s4549,INV2285,INV7124669440,P453,c204,emp87,3,85587,2025-07-24
69c90a06c97dfe5144454564,s4550,INV2285,INV7124669440,P418,c204,emp87,3,128688,2025-07-24
69c90a06c97dfe5144454565,s4551,INV2285,INV7124669440,P106,c204,emp87,2,37744,2025-07-24
69c90a06c97dfe5144454566,s4552,INV2286,INV2069800587,P28,c256,emp90,5,218540,2025-03-18
69c90a06c97dfe5144454567,s4553,INV2286,INV2069800587,P379,c256,emp90,3,37338,2025-03-18
69c90a06c97dfe5144454568,s4554,INV2286,INV2069800587,P299,c256,emp90,5,87365,2025-03-18
69c90a06c97dfe5144454569,s4555,INV2286,INV2069800587,P253,c256,emp90,2,32700,2025-03-18
69c90a06c97dfe514445456a,s4556,INV2287,INV8945127659,P267,c377,emp86,3,110019,2025-11-23
69c90a06c97dfe514445456b,s4557,INV2287,INV8945127659,P284,c377,emp86,3,39741,2025-11-23
69c90a06c97dfe514445456c,s4558,INV2287,INV8945127659,P338,c377,emp86,2,64310,2025-11-23
69c90a06c97dfe514445456d,s4559,INV2287,INV8945127659,P3,c377,emp86,5,46550,2025-11-23
69c90a06c97dfe514445456e,s4560,INV2287,INV8945127659,P382,c377,emp86,3,114723,2025-11-23
69c90a06c97dfe514445456f,s4561,INV2288,INV4836116711,P13,c344,emp46,1,17501,2025-04-13
69c90a06c97dfe5144454570,s4562,INV2288,INV4836116711,P187,c344,emp46,3,79266,2025-04-13
69c90a06c97dfe5144454571,s4563,INV2288,INV4836116711,P448,c344,emp46,3,48798,2025-04-13
69c90a06c97dfe5144454572,s4564,INV2288,INV4836116711,P59,c344,emp46,1,28936,2025-04-13
69c90a06c97dfe5144454573,s4565,INV2288,INV4836116711,P366,c344,emp46,1,29798,2025-04-13
69c90a06c97dfe5144454574,s4566,INV2289,INV3275534416,P393,c461,emp13,1,29096,2025-04-14
69c90a06c97dfe5144454575,s4567,INV2289,INV3275534416,P304,c461,emp13,1,8567,2025-04-14
69c90a06c97dfe5144454576,s4568,INV2289,INV3275534416,P493,c461,emp13,1,33146,2025-04-14
69c90a06c97dfe5144454577,s4569,INV2290,INV3818241922,P436,c135,emp75,3,45474,2025-03-21
69c90a06c97dfe5144454578,s4570,INV2290,INV3818241922,P477,c135,emp75,4,126236,2025-03-21
69c90a06c97dfe5144454579,s4571,INV2291,INV7275696082,P219,c76,emp54,4,188220,2025-06-14
69c90a06c97dfe514445457a,s4572,INV2291,INV7275696082,P71,c76,emp54,5,56315,2025-06-14
69c90a06c97dfe514445457b,s4573,INV2291,INV7275696082,P430,c76,emp54,5,143905,2025-06-14
69c90a06c97dfe514445457c,s4574,INV2291,INV7275696082,P307,c76,emp54,3,130848,2025-06-14
69c90a06c97dfe514445457d,s4575,INV2291,INV7275696082,P367,c76,emp54,1,10591,2025-06-14
69c90a06c97dfe514445457e,s4576,INV2292,INV5741646431,P137,c423,emp32,3,95187,2025-10-03
69c90a06c97dfe514445457f,s4577,INV2292,INV5741646431,P295,c423,emp32,4,107772,2025-10-03
69c90a06c97dfe5144454580,s4578,INV2293,INV1983873894,P127,c476,emp9,3,57777,2025-04-19
69c90a06c97dfe5144454581,s4579,INV2293,INV1983873894,P159,c476,emp9,4,152676,2025-04-19
69c90a06c97dfe5144454582,s4580,INV2294,INV1194444457,P385,c308,emp67,4,109440,2025-11-29
69c90a06c97dfe5144454583,s4581,INV2294,INV1194444457,P126,c308,emp67,1,24890,2025-11-29
69c90a06c97dfe5144454584,s4582,INV2294,INV1194444457,P229,c308,emp67,3,1314,2025-11-29
69c90a06c97dfe5144454585,s4583,INV2294,INV1194444457,P165,c308,emp67,1,46663,2025-11-29
69c90a06c97dfe5144454586,s4584,INV2294,INV1194444457,P414,c308,emp67,3,46950,2025-11-29
69c90a06c97dfe5144454587,s4585,INV2295,INV5130781359,P215,c30,emp61,1,11942,2025-11-23
69c90a06c97dfe5144454588,s4586,INV2295,INV5130781359,P460,c30,emp61,2,29032,2025-11-23
69c90a06c97dfe5144454589,s4587,INV2295,INV5130781359,P354,c30,emp61,5,95755,2025-11-23
69c90a06c97dfe514445458a,s4588,INV2296,INV1661229337,P142,c283,emp85,3,134817,2025-04-19
69c90a06c97dfe514445458b,s4589,INV2296,INV1661229337,P298,c283,emp85,1,13694,2025-04-19
69c90a06c97dfe514445458c,s4590,INV2296,INV1661229337,P78,c283,emp85,1,40555,2025-04-19
69c90a06c97dfe514445458d,s4591,INV2296,INV1661229337,P374,c283,emp85,4,132396,2025-04-19
69c90a06c97dfe514445458e,s4592,INV2296,INV1661229337,P160,c283,emp85,2,76992,2025-04-19
69c90a06c97dfe514445458f,s4593,INV2297,INV4794619496,P479,c307,emp57,2,42706,2026-02-18
69c90a06c97dfe5144454590,s4594,INV2297,INV4794619496,P487,c307,emp57,2,656,2026-02-18
69c90a06c97dfe5144454591,s4595,INV2297,INV4794619496,P240,c307,emp57,4,77756,2026-02-18
69c90a06c97dfe5144454592,s4596,INV2298,INV1917000435,P251,c446,emp95,2,61314,2025-04-06
69c90a06c97dfe5144454593,s4597,INV2298,INV1917000435,P459,c446,emp95,5,232045,2025-04-06
69c90a06c97dfe5144454594,s4598,INV2298,INV1917000435,P268,c446,emp95,1,37685,2025-04-06
69c90a06c97dfe5144454595,s4599,INV2298,INV1917000435,P95,c446,emp95,5,73365,2025-04-06
69c90a06c97dfe5144454596,s4600,INV2299,INV6954261374,P136,c260,emp85,1,46054,2025-01-27
69c90a06c97dfe5144454597,s4601,INV2299,INV6954261374,P192,c260,emp85,1,47541,2025-01-27
69c90a06c97dfe5144454598,s4602,INV2299,INV6954261374,P256,c260,emp85,1,41066,2025-01-27
69c90a06c97dfe5144454599,s4603,INV2300,INV8988946891,P418,c252,emp27,5,224470,2026-02-18
69c90a06c97dfe514445459a,s4604,INV2300,INV8988946891,P207,c252,emp27,5,171340,2026-02-18
69c90a06c97dfe514445459b,s4605,INV2300,INV8988946891,P492,c252,emp27,2,83658,2026-02-18
69c90a06c97dfe514445459c,s4606,INV2300,INV8988946891,P287,c252,emp27,4,151824,2026-02-18
69c90a06c97dfe514445459d,s4607,INV2300,INV8988946891,P371,c252,emp27,1,16930,2026-02-18
69c90a06c97dfe514445459e,s4608,INV2301,INV1612915383,P388,c229,emp62,2,26310,2025-09-28
69c90a06c97dfe514445459f,s4609,INV2301,INV1612915383,P349,c229,emp62,1,21765,2025-09-28
69c90a06c97dfe51444545a0,s4610,INV2301,INV1612915383,P495,c229,emp62,4,43044,2025-09-28
69c90a06c97dfe51444545a1,s4611,INV2302,INV6830347972,P496,c120,emp53,3,76476,2025-12-21
69c90a06c97dfe51444545a2,s4612,INV2302,INV6830347972,P59,c120,emp53,3,133248,2025-12-21
69c90a06c97dfe51444545a3,s4613,INV2303,INV4267587715,P252,c19,emp38,4,20216,2025-07-30
69c90a06c97dfe51444545a4,s4614,INV2303,INV4267587715,P254,c19,emp38,4,196976,2025-07-30
69c90a06c97dfe51444545a5,s4615,INV2303,INV4267587715,P283,c19,emp38,5,213730,2025-07-30
69c90a06c97dfe51444545a6,s4616,INV2303,INV4267587715,P134,c19,emp38,1,28262,2025-07-30
69c90a06c97dfe51444545a7,s4617,INV2303,INV4267587715,P318,c19,emp38,3,56244,2025-07-30
69c90a06c97dfe51444545a8,s4618,INV2304,INV5013021677,P332,c73,emp46,4,130072,2025-05-02
69c90a06c97dfe51444545a9,s4619,INV2304,INV5013021677,P430,c73,emp46,3,121200,2025-05-02
69c90a06c97dfe51444545aa,s4620,INV2304,INV5013021677,P85,c73,emp46,4,102684,2025-05-02
69c90a06c97dfe51444545ab,s4621,INV2304,INV5013021677,P157,c73,emp46,3,92520,2025-05-02
69c90a06c97dfe51444545ac,s4622,INV2304,INV5013021677,P413,c73,emp46,3,89910,2025-05-02
69c90a06c97dfe51444545ad,s4623,INV2305,INV7525485296,P238,c75,emp56,2,38900,2025-06-26
69c90a06c97dfe51444545ae,s4624,INV2305,INV7525485296,P197,c75,emp56,1,3976,2025-06-26
69c90a06c97dfe51444545af,s4625,INV2305,INV7525485296,P483,c75,emp56,4,159908,2025-06-26
69c90a06c97dfe51444545b0,s4626,INV2305,INV7525485296,P316,c75,emp56,5,160245,2025-06-26
69c90a06c97dfe51444545b1,s4627,INV2306,INV5205446836,P4,c252,emp71,1,15941,2026-01-15
69c90a06c97dfe51444545b2,s4628,INV2306,INV5205446836,P146,c252,emp71,1,5203,2026-01-15
69c90a06c97dfe51444545b3,s4629,INV2306,INV5205446836,P484,c252,emp71,2,32892,2026-01-15
69c90a06c97dfe51444545b4,s4630,INV2307,INV7310367383,P179,c426,emp43,1,32843,2026-01-13
69c90a06c97dfe51444545b5,s4631,INV2307,INV7310367383,P305,c426,emp43,3,32037,2026-01-13
69c90a06c97dfe51444545b6,s4632,INV2307,INV7310367383,P115,c426,emp43,2,30506,2026-01-13
69c90a06c97dfe51444545b7,s4633,INV2307,INV7310367383,P479,c426,emp43,2,43522,2026-01-13
69c90a06c97dfe51444545b8,s4634,INV2308,INV5205251204,P233,c263,emp32,2,67516,2025-04-13
69c90a06c97dfe51444545b9,s4635,INV2308,INV5205251204,P194,c263,emp32,2,53008,2025-04-13
69c90a06c97dfe51444545ba,s4636,INV2308,INV5205251204,P78,c263,emp32,1,10455,2025-04-13
69c90a06c97dfe51444545bb,s4637,INV2308,INV5205251204,P20,c263,emp32,2,48154,2025-04-13
69c90a06c97dfe51444545bc,s4638,INV2309,INV8881661394,P381,c180,emp78,3,7206,2025-10-20
69c90a06c97dfe51444545bd,s4639,INV2309,INV8881661394,P217,c180,emp78,3,15498,2025-10-20
69c90a06c97dfe51444545be,s4640,INV2310,INV6910015030,P122,c481,emp66,1,43394,2025-04-19
69c90a06c97dfe51444545bf,s4641,INV2310,INV6910015030,P324,c481,emp66,4,149676,2025-04-19
69c90a06c97dfe51444545c0,s4642,INV2310,INV6910015030,P184,c481,emp66,5,232025,2025-04-19
69c90a06c97dfe51444545c1,s4643,INV2310,INV6910015030,P177,c481,emp66,2,24402,2025-04-19
69c90a06c97dfe51444545c2,s4644,INV2310,INV6910015030,P193,c481,emp66,2,66614,2025-04-19
69c90a06c97dfe51444545c3,s4645,INV2311,INV8581686327,P399,c132,emp71,4,150216,2025-09-12
69c90a06c97dfe51444545c4,s4646,INV2311,INV8581686327,P156,c132,emp71,5,168660,2025-09-12
69c90a06c97dfe51444545c5,s4647,INV2311,INV8581686327,P309,c132,emp71,3,98187,2025-09-12
69c90a06c97dfe51444545c6,s4648,INV2311,INV8581686327,P61,c132,emp71,3,47700,2025-09-12
69c90a06c97dfe51444545c7,s4649,INV2311,INV8581686327,P298,c132,emp71,1,40784,2025-09-12
69c90a06c97dfe51444545c8,s4650,INV2312,INV2614062343,P40,c403,emp91,4,142996,2025-06-07
69c90a06c97dfe51444545c9,s4651,INV2312,INV2614062343,P473,c403,emp91,4,62724,2025-06-07
69c90a06c97dfe51444545ca,s4652,INV2313,INV1239524696,P448,c70,emp24,2,70744,2025-12-19
69c90a06c97dfe51444545cb,s4653,INV2313,INV1239524696,P305,c70,emp24,4,156164,2025-12-19
69c90a06c97dfe51444545cc,s4654,INV2313,INV1239524696,P194,c70,emp24,1,43270,2025-12-19
69c90a06c97dfe51444545cd,s4655,INV2313,INV1239524696,P444,c70,emp24,5,37380,2025-12-19
69c90a06c97dfe51444545ce,s4656,INV2314,INV5592318039,P164,c490,emp91,4,93700,2025-01-20
69c90a06c97dfe51444545cf,s4657,INV2314,INV5592318039,P171,c490,emp91,5,145775,2025-01-20
69c90a06c97dfe51444545d0,s4658,INV2315,INV4849863507,P312,c79,emp81,5,180335,2025-05-28
69c90a06c97dfe51444545d1,s4659,INV2315,INV4849863507,P288,c79,emp81,3,111489,2025-05-28
69c90a06c97dfe51444545d2,s4660,INV2315,INV4849863507,P394,c79,emp81,1,1569,2025-05-28
69c90a06c97dfe51444545d3,s4661,INV2315,INV4849863507,P146,c79,emp81,3,100500,2025-05-28
69c90a06c97dfe51444545d4,s4662,INV2316,INV1757785714,P48,c103,emp27,3,119340,2025-11-08
69c90a06c97dfe51444545d5,s4663,INV2316,INV1757785714,P396,c103,emp27,4,185412,2025-11-08
69c90a06c97dfe51444545d6,s4664,INV2316,INV1757785714,P377,c103,emp27,4,84608,2025-11-08
69c90a06c97dfe51444545d7,s4665,INV2317,INV9234034936,P365,c53,emp93,5,177115,2025-11-15
69c90a06c97dfe51444545d8,s4666,INV2317,INV9234034936,P294,c53,emp93,2,42004,2025-11-15
69c90a06c97dfe51444545d9,s4667,INV2317,INV9234034936,P53,c53,emp93,2,53440,2025-11-15
69c90a06c97dfe51444545da,s4668,INV2317,INV9234034936,P419,c53,emp93,5,191890,2025-11-15
69c90a06c97dfe51444545db,s4669,INV2317,INV9234034936,P385,c53,emp93,1,44154,2025-11-15
69c90a06c97dfe51444545dc,s4670,INV2318,INV5024174342,P158,c414,emp77,3,136398,2025-09-08
69c90a06c97dfe51444545dd,s4671,INV2318,INV5024174342,P148,c414,emp77,4,107572,2025-09-08
69c90a06c97dfe51444545de,s4672,INV2318,INV5024174342,P254,c414,emp77,3,102975,2025-09-08
69c90a06c97dfe51444545df,s4673,INV2318,INV5024174342,P332,c414,emp77,4,12480,2025-09-08
69c90a06c97dfe51444545e0,s4674,INV2319,INV5883168308,P307,c100,emp81,3,13296,2025-11-18
69c90a06c97dfe51444545e1,s4675,INV2319,INV5883168308,P58,c100,emp81,5,77625,2025-11-18
69c90a06c97dfe51444545e2,s4676,INV2319,INV5883168308,P484,c100,emp81,2,90324,2025-11-18
69c90a06c97dfe51444545e3,s4677,INV2320,INV8891855362,P346,c260,emp80,1,42190,2025-09-23
69c90a06c97dfe51444545e4,s4678,INV2320,INV8891855362,P435,c260,emp80,5,56085,2025-09-23
69c90a06c97dfe51444545e5,s4679,INV2321,INV2001478019,P183,c142,emp93,5,42040,2025-06-22
69c90a06c97dfe51444545e6,s4680,INV2321,INV2001478019,P471,c142,emp93,3,138411,2025-06-22
69c90a06c97dfe51444545e7,s4681,INV2321,INV2001478019,P198,c142,emp93,3,111468,2025-06-22
69c90a06c97dfe51444545e8,s4682,INV2321,INV2001478019,P291,c142,emp93,4,167672,2025-06-22
69c90a06c97dfe51444545e9,s4683,INV2322,INV9538602414,P80,c483,emp56,4,33520,2025-04-12
69c90a06c97dfe51444545ea,s4684,INV2322,INV9538602414,P275,c483,emp56,5,59470,2025-04-12
69c90a06c97dfe51444545eb,s4685,INV2322,INV9538602414,P184,c483,emp56,5,31240,2025-04-12
69c90a06c97dfe51444545ec,s4686,INV2322,INV9538602414,P456,c483,emp56,2,68106,2025-04-12
69c90a06c97dfe51444545ed,s4687,INV2323,INV4094237957,P400,c95,emp8,4,137820,2025-11-05
69c90a06c97dfe51444545ee,s4688,INV2323,INV4094237957,P204,c95,emp8,4,13176,2025-11-05
69c90a06c97dfe51444545ef,s4689,INV2323,INV4094237957,P306,c95,emp8,3,36468,2025-11-05
69c90a06c97dfe51444545f0,s4690,INV2323,INV4094237957,P339,c95,emp8,2,23220,2025-11-05
69c90a06c97dfe51444545f1,s4691,INV2323,INV4094237957,P453,c95,emp8,2,89458,2025-11-05
69c90a06c97dfe51444545f2,s4692,INV2324,INV9005402144,P306,c339,emp63,1,5056,2025-01-07
69c90a06c97dfe51444545f3,s4693,INV2324,INV9005402144,P492,c339,emp63,5,62210,2025-01-07
69c90a06c97dfe51444545f4,s4694,INV2324,INV9005402144,P139,c339,emp63,1,11450,2025-01-07
69c90a06c97dfe51444545f5,s4695,INV2325,INV4613516782,P27,c461,emp8,5,225020,2025-08-14
69c90a06c97dfe51444545f6,s4696,INV2325,INV4613516782,P320,c461,emp8,4,93260,2025-08-14
69c90a06c97dfe51444545f7,s4697,INV2326,INV2608447613,P357,c169,emp3,1,18067,2025-06-14
69c90a06c97dfe51444545f8,s4698,INV2326,INV2608447613,P384,c169,emp3,2,37420,2025-06-14
69c90a06c97dfe51444545f9,s4699,INV2326,INV2608447613,P315,c169,emp3,3,91701,2025-06-14
69c90a06c97dfe51444545fa,s4700,INV2327,INV5372816271,P103,c20,emp37,5,71615,2025-10-02
69c90a06c97dfe51444545fb,s4701,INV2327,INV5372816271,P72,c20,emp37,5,200135,2025-10-02
69c90a06c97dfe51444545fc,s4702,INV2327,INV5372816271,P173,c20,emp37,4,139332,2025-10-02
69c90a06c97dfe51444545fd,s4703,INV2327,INV5372816271,P294,c20,emp37,4,36112,2025-10-02
69c90a06c97dfe51444545fe,s4704,INV2328,INV5816062118,P419,c152,emp78,5,45805,2025-01-30
69c90a06c97dfe51444545ff,s4705,INV2328,INV5816062118,P332,c152,emp78,4,168656,2025-01-30
69c90a06c97dfe5144454600,s4706,INV2329,INV9879124973,P343,c465,emp75,3,141810,2025-03-13
69c90a06c97dfe5144454601,s4707,INV2329,INV9879124973,P58,c465,emp75,3,88053,2025-03-13
69c90a06c97dfe5144454602,s4708,INV2329,INV9879124973,P227,c465,emp75,4,144540,2025-03-13
69c90a06c97dfe5144454603,s4709,INV2330,INV4624492729,P482,c191,emp70,3,82911,2025-02-14
69c90a06c97dfe5144454604,s4710,INV2330,INV4624492729,P382,c191,emp70,2,96710,2025-02-14
69c90a06c97dfe5144454605,s4711,INV2330,INV4624492729,P333,c191,emp70,4,97112,2025-02-14
69c90a06c97dfe5144454606,s4712,INV2330,INV4624492729,P55,c191,emp70,4,100280,2025-02-14
69c90a06c97dfe5144454607,s4713,INV2330,INV4624492729,P178,c191,emp70,5,101445,2025-02-14
69c90a06c97dfe5144454608,s4714,INV2331,INV7060981495,P189,c193,emp28,1,45066,2025-12-19
69c90a06c97dfe5144454609,s4715,INV2331,INV7060981495,P244,c193,emp28,3,96960,2025-12-19
69c90a06c97dfe514445460a,s4716,INV2331,INV7060981495,P344,c193,emp28,4,91084,2025-12-19
69c90a06c97dfe514445460b,s4717,INV2331,INV7060981495,P486,c193,emp28,4,41124,2025-12-19
69c90a06c97dfe514445460c,s4718,INV2332,INV5367991123,P253,c91,emp93,1,19724,2025-01-25
69c90a06c97dfe514445460d,s4719,INV2332,INV5367991123,P181,c91,emp93,4,25520,2025-01-25
69c90a06c97dfe514445460e,s4720,INV2332,INV5367991123,P74,c91,emp93,2,53768,2025-01-25
69c90a06c97dfe514445460f,s4721,INV2332,INV5367991123,P4,c91,emp93,2,37174,2025-01-25
69c90a06c97dfe5144454610,s4722,INV2332,INV5367991123,P41,c91,emp93,1,38846,2025-01-25
69c90a06c97dfe5144454611,s4723,INV2333,INV2771916285,P258,c244,emp84,4,49908,2025-09-29
69c90a06c97dfe5144454612,s4724,INV2333,INV2771916285,P360,c244,emp84,2,17764,2025-09-29
69c90a06c97dfe5144454613,s4725,INV2333,INV2771916285,P67,c244,emp84,4,163100,2025-09-29
69c90a06c97dfe5144454614,s4726,INV2333,INV2771916285,P434,c244,emp84,3,116493,2025-09-29
69c90a06c97dfe5144454615,s4727,INV2333,INV2771916285,P104,c244,emp84,3,138762,2025-09-29
69c90a06c97dfe5144454616,s4728,INV2334,INV4886154156,P278,c296,emp93,1,40048,2025-05-31
69c90a06c97dfe5144454617,s4729,INV2334,INV4886154156,P301,c296,emp93,4,37616,2025-05-31
69c90a06c97dfe5144454618,s4730,INV2335,INV6127746899,P364,c375,emp11,4,146260,2025-06-09
69c90a06c97dfe5144454619,s4731,INV2335,INV6127746899,P490,c375,emp11,4,138772,2025-06-09
69c90a06c97dfe514445461a,s4732,INV2335,INV6127746899,P275,c375,emp11,3,147165,2025-06-09
69c90a06c97dfe514445461b,s4733,INV2335,INV6127746899,P453,c375,emp11,4,121504,2025-06-09
69c90a06c97dfe514445461c,s4734,INV2335,INV6127746899,P254,c375,emp11,1,44966,2025-06-09
69c90a06c97dfe514445461d,s4735,INV2336,INV5258459877,P484,c312,emp59,5,15675,2025-12-05
69c90a06c97dfe514445461e,s4736,INV2336,INV5258459877,P37,c312,emp59,3,135876,2025-12-05
69c90a06c97dfe514445461f,s4737,INV2337,INV4593592256,P354,c434,emp42,3,143685,2025-12-27
69c90a06c97dfe5144454620,s4738,INV2337,INV4593592256,P217,c434,emp42,2,87990,2025-12-27
69c90a06c97dfe5144454621,s4739,INV2337,INV4593592256,P362,c434,emp42,3,15438,2025-12-27
69c90a06c97dfe5144454622,s4740,INV2337,INV4593592256,P470,c434,emp42,4,132912,2025-12-27
69c90a06c97dfe5144454623,s4741,INV2337,INV4593592256,P451,c434,emp42,4,30400,2025-12-27
69c90a06c97dfe5144454624,s4742,INV2338,INV3807000747,P368,c43,emp37,3,100044,2025-04-13
69c90a06c97dfe5144454625,s4743,INV2338,INV3807000747,P139,c43,emp37,1,34808,2025-04-13
69c90a06c97dfe5144454626,s4744,INV2339,INV5765996974,P352,c277,emp85,1,19242,2025-05-29
69c90a06c97dfe5144454627,s4745,INV2339,INV5765996974,P258,c277,emp85,5,155350,2025-05-29
69c90a06c97dfe5144454628,s4746,INV2340,INV1440559536,P430,c147,emp2,5,2610,2025-09-24
69c90a06c97dfe5144454629,s4747,INV2340,INV1440559536,P220,c147,emp2,2,72564,2025-09-24
69c90a06c97dfe514445462a,s4748,INV2340,INV1440559536,P492,c147,emp2,4,43140,2025-09-24
69c90a06c97dfe514445462b,s4749,INV2341,INV1328218183,P131,c318,emp86,4,90428,2025-03-10
69c90a06c97dfe514445462c,s4750,INV2341,INV1328218183,P215,c318,emp86,3,38718,2025-03-10
69c90a06c97dfe514445462d,s4751,INV2341,INV1328218183,P330,c318,emp86,5,35820,2025-03-10
69c90a06c97dfe514445462e,s4752,INV2342,INV1463947439,P55,c447,emp73,3,74133,2025-08-26
69c90a06c97dfe514445462f,s4753,INV2342,INV1463947439,P227,c447,emp73,3,121230,2025-08-26
69c90a06c97dfe5144454630,s4754,INV2342,INV1463947439,P30,c447,emp73,1,49383,2025-08-26
69c90a06c97dfe5144454631,s4755,INV2342,INV1463947439,P113,c447,emp73,5,46940,2025-08-26
69c90a06c97dfe5144454632,s4756,INV2343,INV8565015251,P239,c481,emp73,5,129970,2025-06-16
69c90a06c97dfe5144454633,s4757,INV2343,INV8565015251,P125,c481,emp73,2,89270,2025-06-16
69c90a06c97dfe5144454634,s4758,INV2343,INV8565015251,P180,c481,emp73,5,208025,2025-06-16
